gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3397
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,6058
1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,71.6,3610
0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3327
1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,6292
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,6187
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2558
0,0,1,0,26,1,0,1,0,0,0,2,0,2,0,0,1,85.9,1818
1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,1654
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,20.1,151
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,854
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,5961
1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3240
0,0,0,0,61,1,2,1,0,0,2,0,0,2,0,0,3,89.2,4571
0,0,0,0,2,1,0,1,2,0,2,0,0,0,0,1,2,80.45,664
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,5729
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,470
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,5566
0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,4637
1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,4469
0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,4243
1,1,1,0,67,1,0,0,2,2,0,2,0,0,1,1,0,60.95,3511
0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,58.85,392
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,773
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,5045
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,2525
1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,2617
1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,50.05,2383
1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,5718
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,18.85,1101
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,1615
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,502
0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,4098
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,5850
0,0,1,1,11,0,1,0,2,0,0,0,0,0,0,1,2,29.6,2994
1,0,0,0,32,1,0,1,2,2,2,0,0,2,0,1,1,93.4,2574
1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.95,5521
1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1409
0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2343
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,5504
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,5736
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,5513
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,90.7,2009
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,2864
1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,1,2,85.9,1856
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,2530
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,1612
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.7,5121
0,0,1,1,61,0,1,0,2,2,0,2,0,2,1,1,0,50.7,2679
1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,5755
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,0,20.7,3342
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,20.15,2017
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4974
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,1768
1,0,1,1,35,1,2,1,0,2,2,2,2,2,0,1,2,109.95,3248
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,2620
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,6299
1,0,1,0,42,1,2,1,0,0,2,2,2,2,0,1,0,106.15,3839
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,3818
0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,5408
0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,6399
0,0,1,1,55,1,2,2,1,1,1,1,1,1,2,1,1,25.65,701
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3027
1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,4358
0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,4410
0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3124
1,0,1,1,9,1,2,1,0,0,2,0,2,0,1,1,2,90.35,5855
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4005
1,0,1,0,63,1,2,0,0,0,2,2,2,2,2,0,1,79.8,4264
0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,4669
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.6,3888
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,735
0,1,1,0,51,1,2,1,2,0,0,0,0,0,0,1,2,77.5,3263
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,1069
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,4783
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1147
1,1,1,0,65,1,2,1,2,2,0,0,2,0,2,1,1,92.7,4888
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,1,108.4,5897
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,3993
1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,110.05,5744
1,0,0,0,62,0,1,0,2,2,2,2,0,0,2,1,0,43.7,2264
0,1,1,0,54,1,2,1,2,2,2,2,2,2,1,1,0,115.6,5176
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,4353
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,742
1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,5710
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75,2188
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,1170
1,0,1,1,64,1,0,2,1,1,1,1,1,1,2,1,0,19.7,503
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,2039
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,3780
1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,6511
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,1,105.0,5817
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,2217
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,5917
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,2745
0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,5487
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,1865
1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3134
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,589
0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3080
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768
1,0,0,0,23,1,0,0,0,0,0,0,2,2,1,1,0,64.9,922
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,6315
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3176
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,2875
1,0,1,0,44,1,0,0,0,2,2,2,2,0,1,1,2,70.95,2829
0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,0,0,83.85,3061
0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,24.0,341
1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,5772
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2486
0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.9,6169
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.15,3737
1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,2801
1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,3779
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,2953
1,0,0,0,71,1,2,0,2,2,2,2,0,2,2,0,0,80.6,4710
0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,3460
1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1579
0,0,1,0,58,0,1,0,2,2,0,0,2,0,1,1,2,45.35,2194
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,5371
0,0,1,0,72,1,2,1,2,2,0,0,0,0,2,1,0,84.05,4949
0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,1977
0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2175
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,3493
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,1650
1,0,1,1,15,1,2,0,0,0,2,2,0,0,0,1,0,59.65,6259
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1887
0,0,1,1,37,1,2,2,1,1,1,1,1,1,0,0,3,26.45,6349
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75,247
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,395
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,4871
1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,532
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,4289
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,2,19.8,30
1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,5523
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,5329
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,20.5,5818
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,4421
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,5374
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9,5292
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55,168
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,1508
1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,4450
1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,1935
1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,2747
1,1,0,0,43,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3148
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,2382
0,0,1,0,65,1,2,1,2,2,0,2,2,0,1,1,0,100.15,5288
0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,632
1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1244
0,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,1,61.3,2903
1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,194
1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,6091
1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,82.0,1398
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.65,4913
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,5444
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1861
1,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,65.25,1719
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485
1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.95,557
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,131
0,1,0,0,60,1,2,1,2,0,0,0,2,2,1,1,0,101.4,5034
0,0,0,0,66,1,2,1,0,2,0,0,2,0,1,1,0,88.9,4917
0,0,0,0,28,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1137
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,2621
1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,39.1,6488
0,0,1,1,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15,1953
0,0,1,1,6,1,2,1,0,2,2,0,2,0,0,1,3,94.05,4344
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3,4249
1,0,1,1,58,1,0,1,0,2,0,0,2,2,0,1,2,92.85,4437
0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,3787
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1457
0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3057
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,6133
1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,376
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,1,105.75,5841
0,0,1,1,60,1,2,1,2,2,0,0,2,0,1,0,0,94.15,4791
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,3,26.3,1184
0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,5243
0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,6429
1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,2,24.0,1896
0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,3287
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2793
1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1580
1,1,0,0,6,1,0,1,0,0,0,0,2,0,0,1,2,79.7,4206
1,0,0,0,12,1,2,0,0,0,2,0,2,2,0,0,0,74.75,6118
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,2179
1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,2,84.6,6464
1,0,1,1,22,1,0,0,2,0,2,2,2,0,1,1,0,67.5,980
0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3071
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2053
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,1716
1,1,1,0,9,1,0,2,1,1,1,1,1,1,0,1,3,21.25,1672
1,0,0,1,28,1,0,1,2,0,0,0,0,0,0,1,0,74.9,1692
0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,3625
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1504
0,1,0,0,27,1,2,1,2,2,2,0,2,2,1,1,0,110.5,2467
0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3256
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482
1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,4761
0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,982
1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,84.45,114
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,5510
1,0,0,1,27,1,2,1,0,0,0,2,0,0,0,1,2,79.5,1795
1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1159
0,0,0,0,72,1,2,0,2,2,0,0,0,0,2,0,0,59.75,3636
1,1,1,1,58,1,2,1,2,2,0,2,0,0,1,1,0,89.85,4316
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5337
0,0,1,1,17,1,2,1,2,0,2,0,2,0,0,0,2,94.4,1064
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1180
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,3820
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1119
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,3637
1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3398
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,4008
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4134
1,1,1,0,53,1,2,1,0,2,0,0,2,2,0,1,2,101.9,4601
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,508
1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,20.35,4443
0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,981
1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,85.15,4260
1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,2443
1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05,4321
1,0,1,0,71,1,0,2,1,1,1,1,1,1,1,0,2,20.85,970
1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3252
0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,3,53.55,4433
1,1,0,0,64,1,2,1,2,2,0,0,2,2,0,1,0,103.5,5233
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,585
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,3734
1,0,1,1,28,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1351
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,3115
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,5185
1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2132
0,0,1,1,55,1,2,1,2,0,0,0,2,2,1,0,3,100.9,4527
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71.0,3724
1,1,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,108.9,3133
1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,2806
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5646
0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,494
1,0,1,0,71,1,0,0,2,0,2,2,2,2,2,1,2,82.55,4808
1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,4456
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5787
1,0,1,0,52,1,2,1,0,2,0,2,0,2,0,1,1,95.65,4297
0,0,1,1,69,1,2,1,0,2,2,2,2,2,1,1,0,108.75,5766
1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1376
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,4711
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,6463
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,130
1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,5482
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,2294
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,1343
1,0,0,0,29,1,0,1,0,0,0,2,2,2,0,1,2,94.2,2257
0,1,1,0,27,1,2,0,0,2,2,2,2,2,0,0,2,83.85,1948
1,0,1,1,48,1,0,0,0,2,2,0,0,0,1,1,1,55.8,2300
1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,4440
1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,76.75,3871
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,2765
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,5230
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,2313
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,2240
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0,5084
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454
0,0,1,1,54,1,2,0,2,2,2,2,2,2,2,0,1,91.3,4201
1,0,1,1,72,1,2,1,2,2,2,2,2,0,2,1,1,106.1,5798
1,0,0,1,66,1,2,0,2,2,0,2,0,0,2,0,0,65.7,3717
0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,4483
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,2716
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,4806
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,6109
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,110.45,6004
1,1,0,0,12,1,0,1,0,2,2,2,0,0,0,1,3,83.8,62
1,0,0,0,55,1,0,0,0,2,0,2,0,2,1,1,2,64.2,3136
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,5692
0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,5558
0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,4252
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,2373
1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,5222
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1090
1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,5885
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,20.8,944
0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,2630
1,0,0,0,10,1,2,0,0,0,0,0,2,2,0,1,1,72.15,5991
0,1,1,0,43,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4081
0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,774
1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,6350
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,3702
1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,772
0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1103
0,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1876
1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95,3328
1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,4462
0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,5988
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2891
1,1,1,1,46,1,2,1,2,2,2,0,2,0,0,1,2,100.7,3870
0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,2375
0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,4112
0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,458
1,0,1,0,36,1,0,1,2,0,0,0,2,2,0,1,2,93.6,2922
1,0,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,94.7,5727
1,0,1,1,40,0,1,0,0,2,2,2,2,2,1,0,3,60.3,2099
1,0,0,0,61,1,2,1,2,0,2,0,2,2,1,0,2,104.0,5131
1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,5584
0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3318
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,1066
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.1,6296
0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,1645
0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2344
0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,6221
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,597
1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,57
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.4,6391
1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3173
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,237
0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,957
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,2488
1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,5967
1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,6333
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2336
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,260
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,6152
0,0,1,0,58,1,0,0,2,2,0,0,2,0,0,1,1,65.25,3251
1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,4296
1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2392
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,417
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,3440
0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,49
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,5079
1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,93
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,89.85,2087
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,805
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,3366
0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,1891
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607
1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,5040
1,0,0,0,68,1,2,1,2,2,2,0,0,2,2,1,0,102.1,5601
1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,6327
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,6095
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152
